Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
a49936ca,C,City B,Normal,Female,Fashion accessories,80.44,6,24.13,506.77,2024-11-19,01:32:30,Credit card,482.64,4.76,24.13,7.6
fbec189b,C,City A,Member,Female,Health and beauty,64.78,9,29.15,612.17,2024-08-26,07:23:28,Credit card,583.02,4.76,29.15,9.8
215e9e78,B,City C,Member,Female,Food and beverages,72.81,8,29.12,611.6,2024-11-11,10:54:40,Cash,582.48,4.76,29.12,6.3
554cb7e8,B,City A,Normal,Female,Electronic accessories,48.29,4,9.66,202.82,2025-01-03,19:30:51,Cash,193.16,4.76,9.66,6.0
b4b62ca6,A,City C,Member,Female,Sports and travel,56.39,3,8.46,177.63,2025-03-27,09:59:02,Credit card,169.17,4.76,8.46,9.0
5579f31d,C,City C,Normal,Female,Sports and travel,42.29,2,4.23,88.81,2025-05-01,17:54:08,Credit card,84.58,4.76,4.23,8.8
2b511a78,C,City C,Member,Male,Food and beverages,47.01,7,16.45,345.52,2025-05-17,17:02:56,Ewallet,329.07,4.76,16.45,9.7
fc9bbc11,B,City B,Member,Male,Fashion accessories,35.23,3,5.28,110.97,2024-12-08,10:39:24,Ewallet,105.69,4.76,5.28,7.6
ec31306c,B,City A,Member,Male,Fashion accessories,13.77,2,1.38,28.92,2024-09-10,06:56:26,Ewallet,27.54,4.76,1.38,6.4
1fa8bd0b,A,City B,Member,Male,Sports and travel,43.72,8,17.49,367.25,2025-05-22,08:46:06,Cash,349.76,4.76,17.49,5.5
27222707,B,City C,Member,Female,Food and beverages,51.92,9,23.36,490.64,2024-07-21,02:53:03,Credit card,467.28,4.76,23.36,8.9
3dcd37cf,A,City C,Normal,Male,Fashion accessories,61.17,10,30.59,642.29,2024-11-06,22:52:47,Credit card,611.7,4.76,30.59,7.2
b9ad9623,A,City C,Normal,Male,Home and lifestyle,27.17,6,8.15,171.17,2024-11-17,20:29:23,Credit card,163.02,4.76,8.15,7.2
80cc1eaa,A,City C,Member,Female,Home and lifestyle,82.79,8,33.12,695.44,2024-12-29,23:38:30,Credit card,662.32,4.76,33.12,5.6
1d1b9f68,A,City A,Normal,Male,Fashion accessories,46.94,6,14.08,295.72,2025-03-05,06:44:59,Cash,281.64,4.76,14.08,5.2
96830114,B,City C,Normal,Female,Fashion accessories,34.89,7,12.21,256.44,2024-10-16,23:11:09,Credit card,244.23,4.76,12.21,6.7
ebb85703,C,City C,Normal,Male,Home and lifestyle,94.19,6,28.26,593.4,2024-10-02,10:08:09,Cash,565.14,4.76,28.26,9.7
4877a446,C,City C,Member,Male,Electronic accessories,27.64,4,5.53,116.09,2025-01-29,05:23:34,Cash,110.56,4.76,5.53,8.8
ba727b6e,B,City B,Normal,Female,Electronic accessories,81.02,2,8.1,170.14,2024-07-25,22:36:14,Credit card,162.04,4.76,8.1,9.3
e5fe972b,C,City B,Normal,Female,Sports and travel,45.2,5,11.3,237.3,2024-12-25,05:55:54,Credit card,226.0,4.76,11.3,5.6
e48eedb0,A,City A,Member,Female,Food and beverages,40.52,7,14.18,297.82,2024-11-27,17:41:26,Credit card,283.64,4.76,14.18,5.0
c690defa,B,City C,Normal,Male,Electronic accessories,30.71,5,7.68,161.23,2024-11-05,22:07:43,Credit card,153.55,4.76,7.68,5.2
2e295129,C,City B,Normal,Male,Electronic accessories,58.45,2,5.85,122.75,2025-01-08,01:43:36,Cash,116.9,4.76,5.85,7.8
4d314a03,B,City A,Normal,Female,Electronic accessories,38.37,6,11.51,241.73,2025-04-18,15:35:03,Cash,230.22,4.76,11.51,7.4
ae616e49,A,City C,Member,Male,Health and beauty,20.09,2,2.01,42.19,2025-01-07,12:08:46,Credit card,40.18,4.76,2.01,8.9
28b00103,A,City B,Member,Male,Home and lifestyle,80.26,9,36.12,758.46,2024-12-29,19:10:12,Cash,722.34,4.76,36.12,7.8
c74ada56,B,City B,Member,Female,Electronic accessories,55.11,5,13.78,289.33,2024-09-13,09:31:39,Cash,275.55,4.76,13.78,8.0
415b3b1e,A,City B,Member,Male,Health and beauty,15.83,8,6.33,132.97,2024-08-27,11:03:10,Credit card,126.64,4.76,6.33,9.0
1449cf4e,C,City B,Normal,Female,Electronic accessories,66.62,3,9.99,209.85,2024-11-11,22:56:15,Cash,199.86,4.76,9.99,6.9
68ce3b31,A,City A,Member,Female,Electronic accessories,54.17,6,16.25,341.27,2025-01-13,19:29:29,Ewallet,325.02,4.76,16.25,5.8
4ee3037a,A,City A,Normal,Female,Food and beverages,80.02,9,36.01,756.19,2024-11-10,20:29:03,Credit card,720.18,4.76,36.01,6.5
4b0dae5d,A,City C,Member,Female,Sports and travel,28.16,9,12.67,266.11,2024-10-23,19:52:38,Credit card,253.44,4.76,12.67,6.0
0c2966fe,C,City A,Normal,Male,Food and beverages,37.79,8,15.12,317.44,2025-06-10,00:12:27,Credit card,302.32,4.76,15.12,5.1
0e25c8a1,C,City B,Member,Male,Sports and travel,86.48,4,17.3,363.22,2024-09-04,19:32:54,Ewallet,345.92,4.76,17.3,4.5
dbb13047,C,City B,Member,Male,Electronic accessories,32.88,7,11.51,241.67,2025-04-05,00:51:08,Ewallet,230.16,4.76,11.51,5.9
0b01c0c9,C,City C,Member,Male,Home and lifestyle,44.68,9,20.11,422.23,2024-08-02,08:30:38,Credit card,402.12,4.76,20.11,9.5
23d232c2,B,City B,Member,Female,Food and beverages,86.62,4,17.32,363.8,2025-02-03,00:24:07,Credit card,346.48,4.76,17.32,8.4
31e04a5c,B,City B,Normal,Female,Fashion accessories,51.27,10,25.64,538.34,2024-09-03,01:49:10,Credit card,512.7,4.76,25.64,8.5
63faa99d,A,City C,Member,Male,Food and beverages,43.16,1,2.16,45.32,2024-09-09,12:37:36,Ewallet,43.16,4.76,2.16,5.9
5d3885cb,A,City A,Member,Female,Electronic accessories,92.69,6,27.81,583.95,2024-09-08,16:25:04,Ewallet,556.14,4.76,27.81,8.5
6f0094b2,C,City C,Member,Male,Electronic accessories,95.13,3,14.27,299.66,2024-08-09,03:09:14,Credit card,285.39,4.76,14.27,6.2
303aaa0a,A,City B,Normal,Female,Health and beauty,50.33,7,17.62,369.93,2024-07-05,22:34:34,Cash,352.31,4.76,17.62,8.4
152022f3,C,City B,Member,Male,Electronic accessories,71.06,9,31.98,671.52,2025-01-23,12:28:20,Ewallet,639.54,4.76,31.98,4.0
47aec3bc,C,City A,Member,Female,Health and beauty,19.36,1,0.97,20.33,2025-02-09,08:55:17,Cash,19.36,4.76,0.97,4.9
f5e54b25,A,City C,Normal,Male,Health and beauty,85.73,6,25.72,540.1,2025-04-13,20:59:41,Cash,514.38,4.76,25.72,5.1
4405563c,A,City B,Member,Male,Electronic accessories,72.11,6,21.63,454.29,2024-11-02,10:24:52,Ewallet,432.66,4.76,21.63,5.9
6df22075,B,City C,Normal,Male,Home and lifestyle,68.73,4,13.75,288.67,2025-05-23,11:06:00,Ewallet,274.92,4.76,13.75,7.6
94f5ac4a,A,City A,Member,Female,Health and beauty,99.51,3,14.93,313.46,2024-12-19,03:46:18,Credit card,298.53,4.76,14.93,7.3
9e46f6f6,A,City B,Member,Female,Home and lifestyle,56.48,8,22.59,474.43,2024-10-08,00:01:38,Cash,451.84,4.76,22.59,5.3
77f54d29,A,City A,Member,Female,Health and beauty,86.62,1,4.33,90.95,2025-01-15,14:02:47,Ewallet,86.62,4.76,4.33,6.7
af8528e7,A,City C,Member,Male,Sports and travel,99.7,3,14.96,314.06,2025-06-13,06:52:49,Ewallet,299.1,4.76,14.96,7.2
6f71dc33,C,City A,Normal,Female,Electronic accessories,15.57,3,2.34,49.05,2024-12-18,01:09:54,Cash,46.71,4.76,2.34,7.4
98f19791,B,City A,Normal,Male,Sports and travel,84.24,5,21.06,442.26,2025-03-04,12:31:21,Ewallet,421.2,4.76,21.06,8.7
def1303e,A,City B,Member,Male,Food and beverages,15.78,6,4.73,99.41,2025-02-25,14:17:15,Ewallet,94.68,4.76,4.73,8.4
a2fb42d6,A,City A,Normal,Female,Health and beauty,71.72,5,17.93,376.53,2025-02-15,20:11:19,Credit card,358.6,4.76,17.93,6.8
c7ffeb0f,A,City C,Member,Female,Food and beverages,59.53,7,20.84,437.55,2024-11-07,02:20:00,Ewallet,416.71,4.76,20.84,9.2
a864bfb4,C,City B,Member,Female,Electronic accessories,96.94,8,38.78,814.3,2025-06-04,22:10:23,Ewallet,775.52,4.76,38.78,8.1
02cc2bd8,B,City A,Member,Female,Electronic accessories,20.17,5,5.04,105.89,2024-09-05,23:31:47,Cash,100.85,4.76,5.04,5.9
3fdd4d68,C,City C,Member,Female,Health and beauty,80.3,6,24.09,505.89,2025-01-02,13:55:32,Credit card,481.8,4.76,24.09,10.0
db8ca873,A,City B,Member,Female,Electronic accessories,64.87,9,29.19,613.02,2024-11-26,00:21:27,Ewallet,583.83,4.76,29.19,9.6
e591b82f,B,City C,Member,Male,Health and beauty,12.92,2,1.29,27.13,2025-06-15,21:17:06,Ewallet,25.84,4.76,1.29,4.0
9ab42bc8,A,City B,Normal,Female,Home and lifestyle,65.84,1,3.29,69.13,2024-12-28,12:50:28,Cash,65.84,4.76,3.29,8.7
41cad9c6,C,City B,Member,Female,Sports and travel,81.56,4,16.31,342.55,2024-11-02,02:15:45,Cash,326.24,4.76,16.31,6.2
e63215b7,C,City B,Normal,Male,Health and beauty,98.05,10,49.03,1029.53,2025-04-23,06:28:45,Ewallet,980.5,4.76,49.03,4.7
d53cf13d,A,City C,Member,Female,Food and beverages,60.31,1,3.02,63.33,2025-03-04,10:17:19,Credit card,60.31,4.76,3.02,7.7
916f4f4e,B,City A,Normal,Female,Food and beverages,43.73,1,2.19,45.92,2025-04-24,09:17:57,Credit card,43.73,4.76,2.19,4.6
9e3913d0,A,City C,Member,Female,Food and beverages,63.37,6,19.01,399.23,2025-03-14,01:04:23,Ewallet,380.22,4.76,19.01,4.6
f5c5c593,C,City C,Normal,Female,Health and beauty,87.3,3,13.09,274.99,2024-12-05,15:56:28,Cash,261.9,4.76,13.09,4.5
55e5577f,C,City C,Normal,Male,Sports and travel,75.97,2,7.6,159.54,2024-12-18,03:20:50,Cash,151.94,4.76,7.6,5.4
21ca25f8,A,City A,Normal,Female,Fashion accessories,35.5,6,10.65,223.65,2024-07-30,08:05:34,Cash,213.0,4.76,10.65,8.0
4b44ff1c,B,City C,Normal,Male,Sports and travel,23.26,6,6.98,146.54,2025-06-07,00:39:44,Cash,139.56,4.76,6.98,6.2
fc2a7823,A,City C,Normal,Female,Home and lifestyle,95.03,2,9.5,199.56,2025-03-22,05:57:26,Credit card,190.06,4.76,9.5,4.1
664cf486,B,City A,Normal,Female,Electronic accessories,23.75,10,11.88,249.38,2025-02-19,04:16:44,Ewallet,237.5,4.76,11.88,5.7
73f1ef6b,C,City A,Member,Female,Fashion accessories,17.12,5,4.28,89.88,2025-04-25,09:02:52,Credit card,85.6,4.76,4.28,7.2
2ee18fbc,A,City C,Member,Female,Electronic accessories,47.31,6,14.19,298.05,2024-08-15,03:59:24,Cash,283.86,4.76,14.19,4.3
df2b4686,B,City B,Member,Female,Sports and travel,23.4,10,11.7,245.7,2024-11-26,12:13:54,Ewallet,234.0,4.76,11.7,8.8
1f4bb8f6,B,City B,Member,Male,Fashion accessories,28.33,6,8.5,178.48,2024-11-07,04:28:00,Cash,169.98,4.76,8.5,8.5
cf3d047f,C,City C,Normal,Male,Food and beverages,77.13,7,27.0,566.91,2025-01-07,02:21:02,Cash,539.91,4.76,27.0,7.7
54235383,B,City A,Member,Male,Electronic accessories,24.55,7,8.59,180.44,2025-01-21,01:47:10,Ewallet,171.85,4.76,8.59,4.6
9fda74cf,B,City C,Member,Female,Electronic accessories,33.04,8,13.22,277.54,2024-09-23,14:17:39,Ewallet,264.32,4.76,13.22,7.1
99a7017d,B,City C,Normal,Female,Electronic accessories,39.64,10,19.82,416.22,2025-06-01,22:38:43,Ewallet,396.4,4.76,19.82,10.0
1d7cf693,A,City B,Normal,Female,Fashion accessories,55.02,3,8.25,173.31,2024-08-05,06:16:08,Ewallet,165.06,4.76,8.25,8.9
6f2c5220,B,City A,Normal,Male,Sports and travel,13.9,6,4.17,87.57,2025-01-09,16:59:31,Cash,83.4,4.76,4.17,8.6
6653fd0c,B,City C,Normal,Female,Fashion accessories,25.08,10,12.54,263.34,2024-09-05,07:35:06,Ewallet,250.8,4.76,12.54,5.8
b6d04b09,C,City C,Normal,Female,Home and lifestyle,26.54,4,5.31,111.47,2025-02-28,20:55:24,Credit card,106.16,4.76,5.31,8.9
fc621c57,B,City C,Member,Male,Home and lifestyle,25.02,1,1.25,26.27,2024-12-11,15:00:39,Ewallet,25.02,4.76,1.25,7.8
c5efaa5e,C,City B,Normal,Female,Health and beauty,45.49,8,18.2,382.12,2025-04-11,11:20:30,Ewallet,363.92,4.76,18.2,5.9
9b7a430d,A,City B,Member,Male,Fashion accessories,18.59,4,3.72,78.08,2024-10-15,18:43:34,Cash,74.36,4.76,3.72,5.1
79ddc736,A,City C,Normal,Female,Electronic accessories,75.77,9,34.1,716.03,2025-02-24,09:53:23,Credit card,681.93,4.76,34.1,5.3
a5166bcc,A,City A,Member,Female,Food and beverages,59.39,10,29.7,623.6,2025-01-06,20:16:38,Cash,593.9,4.76,29.7,7.9
4eaa0cb3,B,City B,Member,Male,Electronic accessories,12.69,4,2.54,53.3,2025-06-21,09:49:37,Ewallet,50.76,4.76,2.54,5.0
3ddd9e24,A,City A,Member,Male,Health and beauty,76.6,9,34.47,723.87,2024-08-25,07:52:21,Cash,689.4,4.76,34.47,6.7
766a06eb,B,City A,Member,Male,Food and beverages,81.88,10,40.94,859.74,2025-01-06,21:30:25,Cash,818.8,4.76,40.94,6.3
90701390,A,City C,Member,Female,Home and lifestyle,42.36,10,21.18,444.78,2024-08-31,20:34:37,Credit card,423.6,4.76,21.18,8.3
419c149f,C,City A,Normal,Female,Fashion accessories,36.57,4,7.31,153.59,2024-07-16,09:55:27,Cash,146.28,4.76,7.31,4.7
4f4dda8a,A,City B,Member,Female,Sports and travel,41.38,4,8.28,173.8,2024-12-21,11:44:26,Cash,165.52,4.76,8.28,5.5
b296339c,C,City C,Normal,Male,Fashion accessories,68.64,6,20.59,432.43,2024-08-15,19:52:03,Ewallet,411.84,4.76,20.59,8.3
195590e8,C,City B,Member,Female,Sports and travel,41.86,10,20.93,439.53,2025-02-06,04:15:52,Credit card,418.6,4.76,20.93,7.2
a6362d06,C,City A,Member,Female,Electronic accessories,63.45,3,9.52,199.87,2025-03-02,15:23:42,Cash,190.35,4.76,9.52,6.5
b34eec53,A,City A,Normal,Male,Home and lifestyle,44.27,6,13.28,278.9,2024-12-20,08:16:16,Credit card,265.62,4.76,13.28,7.9
cbf497b2,B,City A,Member,Male,Home and lifestyle,87.81,10,43.91,922.01,2024-12-12,00:56:15,Credit card,878.1,4.76,43.91,4.5
fdbeb42c,C,City C,Normal,Male,Electronic accessories,50.08,2,5.01,105.17,2024-08-11,01:51:28,Ewallet,100.16,4.76,5.01,5.4
aea637c8,B,City C,Member,Male,Home and lifestyle,36.3,9,16.34,343.04,2025-04-15,09:14:04,Credit card,326.7,4.76,16.34,5.0
a07410ce,C,City C,Member,Male,Home and lifestyle,30.7,3,4.6,96.7,2024-11-09,19:17:02,Ewallet,92.1,4.76,4.6,7.5
dd6182ca,C,City C,Normal,Female,Sports and travel,44.96,2,4.5,94.42,2024-07-01,15:32:36,Cash,89.92,4.76,4.5,7.8
0943f85d,B,City C,Normal,Female,Food and beverages,34.54,8,13.82,290.14,2025-05-04,22:59:56,Credit card,276.32,4.76,13.82,10.0
5686a90d,A,City C,Member,Female,Electronic accessories,78.65,3,11.8,247.75,2025-05-19,20:09:54,Cash,235.95,4.76,11.8,5.0
cc1fa0c4,A,City A,Normal,Female,Electronic accessories,46.08,8,18.43,387.07,2024-10-04,00:30:50,Ewallet,368.64,4.76,18.43,5.0
504f6159,B,City A,Member,Female,Sports and travel,34.55,2,3.46,72.56,2024-11-30,12:51:44,Credit card,69.1,4.76,3.46,6.3
3beeafa4,C,City A,Normal,Male,Sports and travel,70.51,3,10.58,222.11,2024-10-19,05:47:29,Ewallet,211.53,4.76,10.58,6.6
3a5c9234,C,City B,Normal,Female,Health and beauty,45.1,5,11.28,236.78,2024-07-04,10:33:39,Credit card,225.5,4.76,11.28,7.8
4a265aaa,B,City A,Member,Male,Food and beverages,46.36,1,2.32,48.68,2024-12-22,20:41:26,Credit card,46.36,4.76,2.32,9.7
97992679,B,City C,Normal,Female,Sports and travel,91.71,2,9.17,192.59,2025-01-21,17:49:23,Cash,183.42,4.76,9.17,7.4
